V1 V2
1 0.0219259965747581 -0.0188566298973255
2 0.0193505336900286 -0.0130641451920359
3 0.0210529874223988 -0.0149752558896064
4 -0.00111419527967597 -0.025557827048791
5 -0.0016467892060969 -0.0336743429782765
6 -0.000856556161240124 -0.0268068878295076
7 0.000542657683569046 -0.0382352156721944
8 -0.0137380277732393 -0.0221366557155652
9 -0.0191535988392525 -0.0251294366480695
10 -0.0135543789199614 -0.0226251180951519
11 -0.0148139098547155 -0.0259086211811911
12 -0.0121552044654459 -0.0214263113120616
13 0.00872398569175607 -0.0373483193455516
14 -0.00212909074261796 0.053794861128788
15 0.00176131990904909 0.00438785498748314
16 0.00771346182033195 0.00852176811605922
17 0.0688196292226065 -0.0319497826450947
18 0.00430507806836016 0.00391346457239047
19 0.0036116413533101 0.00216280377495472
20 -0.0277030856848848 0.0281650144373711
21 -0.0305231557078112 0.0286309365039481
22 -0.0323028798735648 0.0351312311467264
23 0.0100547212309976 0.0532317468996387
24 0.0158868893708803 0.0102287439161954
25 0.0235236442797437 0.0059986128421715
26 0.0523055795035175 0.0185416267894706
27 0.0228130864418171 0.00210093746168023
28 0.0209894445883365 0.00904705227582434
29 0.0735733299617061 -0.0106473175311694
30 0.0673238219891743 0.00803357340205837
31 0.0237184835967142 0.00308384627103282
32 0.0237215030060093 0.00644424891943921
33 -0.0191821743643327 0.0393221508650953
34 -0.0165269839012683 0.0389946145391199
35 0.0188774404965397 0.0475223187535904
36 0.00725413984071292 -0.0173708447074101
37 0.00877516736594296 -0.0188211498848821
38 -0.0204961813428216 -0.0348902683776197
39 0.00156853180558952 -0.0377025087433305
40 0.00221634669957548 -0.0394046495833241
41 -0.020510117717784 -0.03304290301721
42 -0.0171234963859564 -0.0194606429278565
43 -0.0176418982472889 -0.0207308116874083
44 -0.00594980325310573 -0.0177914531100082
45 0.00173981165622755 0.00644065465516192
46 0.0687053661046532 -0.0256455145209113
47 -0.0296247462631159 0.0309020103508992
48 -0.0331367995518734 0.0345319313282753
49 0.0158508021852594 0.0119895560139345
50 0.0178005218331469 0.0112932547423003
51 0.0705724858031466 -0.0059588749030326
52 -0.0140340295733442 0.0409322514259241
53 0.0121348791831418 -0.0261863852339349
54 0.00159195318481792 -0.0349820740554743
55 -0.0173943660138807 -0.0319604644465169
56 -0.0497757105678023 -0.00462032728385809
57 -0.0660998193483375 -0.0111041844980995
58 0.00469752290682919 0.00855273341773972
